Park Name,County,Park Identifier,Park Address,City,Zip,Phone,Fire Authority,Jurisdiction,MH Spaces,RV Lots W/Drains,RV Lots W/O Drains,Operated by
EL RANCHO VERDE,LOS ANGELES,19-1348-MP,"1501 PALOS VERDES DR,  HARBOR CITY,  CA 90710", HARBOR CITY,90710, (310) 534-1443,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",131,0,0,"KURNICK, PROPERTIES, PO BOX 1136, DOWNEY, CA 90240"
VALLE VERDE COURTYARD,LOS ANGELES,19-1350-MP,"20652 LASSEN STREET,  CHATSWORTH,  CA 91311", CHATSWORTH,91311, (818) 341-4121,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",184,0,0,"CAL FALLBROOK PARTNERS, LLC, 1601 CARMEN DRIVE SUITE # 100, CAMARILLO, CA 93010"
MALIBU VILLAGE MOBILEHOME OWNERS ASSOCIATION INC,LOS ANGELES,19-1352-MP,"17015 PACIFIC COAST HWY,  PACIFIC PALISADES,  CA 90272", PACIFIC PALISADES,90272, (707) 539-3121,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29,0,0,"MALIBU VILLAGE MOBILEHOME OWNERS ASSOCIATION INC, 1275 CENTER COURT, COVINA, CA 91724"
RANCHO GLENDORA MOBILE VILLAS,LOS ANGELES,19-1354-MP,"1630 S BARRANCA,  GLENDORA,  CA 91740", GLENDORA,91740, (626) 966-4600,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",178,0,0,"J & H ASSET PROPERTY MANAGEMENT, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
FAIRVIEW RV PARK,LOS ANGELES,19-13566-MP,"1101 W MCKINLEY AVE,  POMONA,  CA 91768", POMONA,91768, (909) 865-4319,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,160,0,"LOS ANGELES COUNTY FAIR ASSOCIATION, 1101 W MC KINLEY AVE, POMONA, CA 91768"
OCEANS 11 RV PARK LLC,LOS ANGELES,19-13567-MP,"1025 MCFARLAND AVE,  WILMINGTON,  CA 90744", WILMINGTON,90744, (818) 268-5872,"null, null","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,43,0,"OCEANS 11 RV PARK LLC, 1025 MCFARLAND AVE, WILMINGTON, CA 90744"
03RANCHO LA PUENTE,LOS ANGELES,19-1357-MP,"18151 VALLEY BLVD #0460,  LA PUENTE,  CA 91744", LA PUENTE,91744, (626) 575-3020,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",97,0,0,"GROUP IX BP PROPERTIES, LP, 4900 SANTA ANITA AVE, #2C, EL MONTE, CA 91731"
WHITTIER MOBILE COUNTRY CLUB,LOS ANGELES,19-1358-MP,"10550 DUNLAP CROSSING RD,  WHITTIER,  CA 90606", WHITTIER,90606, (562) 692-2755,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",188,0,0,"WHITTIER MOBILE COUNTRY CLUB, A PARTNERSHIP, 10550 DUNLAP CROSSING RD, WHITTIER, CA 90606"
LE BELLE CHATEAU ESTATES,LOS ANGELES,19-1360-MP,"19127 S PIONEER BLVD,  ARTESIA,  CA 90701", ARTESIA,90701, (562) 860-1516,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",97,0,0,"D & GJ INVESTMENTS, PO BOX 2308, LAGUNA HILLS, CA 92654"
LANCASTER PARK,LOS ANGELES,19-1361-MP,"47455  DIVISION STREET,  LANCASTER,  CA 93535", LANCASTER,93535, (661) 723-0077,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21,0,0,"METTER, KEITH, PO BOX 605, LANCASTER, CA 93584"
IMPERIAL CARSON MOBILE ESTATES,LOS ANGELES,19-1362-MP,"21111 DOLORES ST,  CARSON,  CA 90745", CARSON,90745, (714) 645-3814,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",192,0,0,"CHA, CHARLES, 2336 W. 230TH PLACE, TORRANCE, CA 90501"
SAN DIMAS ROYAL HOME PARK,LOS ANGELES,19-1365-MP,"1630 W COVINA BLVD,  SAN DIMAS,  CA 91773", SAN DIMAS,91773, (714) 447-3167,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",111,0,0,"DANIELL, E., C/O MOBILE MODULAR DEVELOPMENTS INC 824 S EUCLID AVE, FULLERTON, CA 92832"
CANOGA MOBILE ESTATES,LOS ANGELES,19-1370-MP,"8811 CANOGA AVE,  CANOGA PARK,  CA 91304", CANOGA PARK,91304, (818) 341-3600,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",198,0,0,"CANOGA ESTATES MOBILEHOME PARK,LLC, 301 E 17TH STREET, #208, COSTA MESA, CA 92627"
ETON MHP,LOS ANGELES,19-1371-MP,"8901 ETON AVE,  CANOGA PARK,  CA 91304", CANOGA PARK,91304, (818) 882-2030,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",111,0,0,"NOWELL, ERNIE, 3920 NOELA PLACE, HONOLULU, HI 96815"
SEMINOLE SPRINGS MHP,LOS ANGELES,19-1372-MP,"30473 MULHOLLAND HWY,  AGOURA,  CA 91301", AGOURA,91301, (818) 889-1221,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",220,0,0,"SEMINOLE SPRINGS MOBILEHOME PARK OWNERS INC, 30473 MULHOLLAND HWY, AGOURA, CA 91301"
LONEHILL MANOR LIMITED PARTNERSHIP,LOS ANGELES,19-1373-MP,"1205 W CYPRESS AVE,  SAN DIMAS,  CA 91773", SAN DIMAS,91773, (714) 592-3831,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",265,0,0,"DUNEX, INC GENERAL PARTNER, 1940 W. ORANGEWOOD AVE #209, ORANGE, CA 92868"
TWO HARBORS TP,LOS ANGELES,19-1374-MP,"TWO HARBORS,  AVALON,  CA 90704", AVALON,90704, (310) 510-0811,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",17,0,0,"UNIVERSITY OF SOUTHERN CALIFORNIA, PO BOX 5069, AVALON, CA 90704"
CORDOVA MOBILE ESTATES,LOS ANGELES,19-1375-MP,"27361 SIERRA HWY,  SANTA CLARITA,  CA 91310", SANTA CLARITA,91310, (661) 251-6807,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",314,0,0,"CORDOVA ASSOCIATES, LTD., C/O FRANCIS PROP, MGMT., 501 SO. BEVERLEY DRIVE STE 100, BEVERLY HILLS, CA 90212"
CRESCENT VALLEY,LOS ANGELES,19-1377-MP,"23500 THE OLD RD,  NEWHALL,  CA 91321", NEWHALL,91321, (661) 284-2745,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",87,0,0,"CRESCENT VALLEY MHC, LP, 18006 SKYPARK CIRCLE #200, IRVINE, CA 92614"
LOS ANGELES KOA,LOS ANGELES,19-1378-MP,"2200 N. WHITE AVE.,  POMONA,  CA 91768", POMONA,91768, (909) 865-4318,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,184,0,"LOS ANGELES COUNTY FAIR ASSOCIATION, 1101 W MC KINLEY AVE, POMONA, CA 91768"
BLUE DUDE MOBILE ESTATES,LOS ANGELES,19-1379-MP,"1667 LAS VIRGENES CANYON RD,  CALABASAS,  CA 91302", CALABASAS,91302, (714) 974-0397,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"BLUE DUDE MOBILE ESTATES, A GENERAL PARTNERSHIP, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
CITRUS MP,LOS ANGELES,19-1380-MP,"1324 N CITRUS AVE,  COVINA,  CA 91722", COVINA,91722, (805) 260-4744,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"V.D. & E.J. KLEIN EXEMPTION TRUST, 19 ALLYSSUM, RANCHO SANTA MARGARITA, CA 92688"
KONA KAI,LOS ANGELES,19-1381-MP,"8800 ETON AVE,  CANOGA PARK,  CA 91304", CANOGA PARK,91304, (661) 269-5462,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",116,0,0,"WATT CONSTRUCTION CO INC, PO BOX 9, ACTON, CA 93510"
LAUREL CANYON MOBILE ESTATES,LOS ANGELES,19-1382-MP,"9051 LAUREL CANYON BLVD #55,  SUN VALLEY,  CA 91352", SUN VALLEY,91352, (818) 768-1721,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",60,0,0,"LAUREL CANYON, 18006 SKYPARK CIRCLE #200, IRVINE, CA 92614"
BLOOMFIELD MHP,LOS ANGELES,19-1385-MP,"22221 S BLOOMFIELD AVE,  HAWAIIAN GARDENS,  CA 90716", HAWAIIAN GARDENS,90716, (562) 598-6031,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",47,0,0,"PETER VANRUITEN TRUST, PO BOX 858, LOS ALAMITOS, CA 90720"
DALEVIEW MH ESTATES,LOS ANGELES,19-1386-MP,"4800 DALEVIEW AVE,  EL MONTE,  CA 91731", EL MONTE,91731, (818) 579-0600,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",175,0,0,"MMLB ASSOCIATES, 824 S EUCLID ST, FULLERTON, CA 92832"
RIVIERA MOBILE ESTATES,LOS ANGELES,19-1387-MP,"8701 8801 ETON AVE,  CANOGA PARK,  CA 91304", CANOGA PARK,91304, (661) 269-5462,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",151,0,0,"WATT ENTERPRISES LTD - HILAIRE BROSIO LLC - SL BROSIO LLC, PO BOX 9, ACTON, CA 93510"
CALIFORNIAN MHP,LOS ANGELES,19-1389-MP,"2550 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (661) 946-1316,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",148,0,0,"RUTH SAGERS TRUST C/O DAN HOGE, 20722 WHITE ST, TEHACHAPI, CA 93561"
MOUNTAIN VIEW MOBILEHOME ESTATES,LOS ANGELES,19-1390-MP,"3255 E AVE R,  PALMDALE,  CA 93550", PALMDALE,93550, (661) 947-4700,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",298,0,0,"CARITAS CORPATION, 3 PARK PLAZA # 1700, IRVINE, CA 92614"
DOMENICS MH ESTATES,LOS ANGELES,19-1391-MP,"38015 30TH ST EAST,  PALMDALE,  CA 93550", PALMDALE,93550, (760) 835-1503,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",33,0,0,"ELROB PROPERTIES, LLC, 1424 LIETA ST, SAN DIEGO, CA 92110"
POINT DUME CLUB OF MALIBU,LOS ANGELES,19-1392-MP,"29500 HEATHERCLIFF RD,  MALIBU,  CA 90263", MALIBU,90263, (310) 457-2111,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",299,0,0,"POINT DUME, LTD, 880 CALLE PLANO UNIT # A, CAMARILLO, CA 93012"
PIONEER MOBILE ESTATES,LOS ANGELES,19-1394-MP,"16123 PIONEER BLVD,  NORWALK,  CA 90650", NORWALK,90650, (805) 947-4274,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","NORWALK BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, 12700 SOUTH NORWALK BLVD  RM 12, NORWALK, CA 90650",52,0,0,"SWS INVESTMENT CO, 8383 WILSHIRE BLVD #740, BEVERLY HILLS, CA 90211"
HACIENDA MHP,LOS ANGELES,19-1395-MP,"208 S BARRANCA,  GLENDORA,  CA 91741", GLENDORA,91741, (818) 335-3650,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",62,0,0,"SNYDER, JOHN, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
FRIENDLY VILLAGE OF LONG BEACH,LOS ANGELES,19-1397-MP,"5450 PARAMOUNT BLVD,  LONG BEACH,  CA 90805", LONG BEACH,90805, (562) 531-3002,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",181,0,0,"RICHARD A MARSHACK CHAPTER 7 TRUSTEE OF FRIENDLY VILLAGE MHP ASSOCIATES LP, 870 ROOSEVELT, IRVINE, CA 92620"
CIENEGA VALLEY MOBILE ESTATES,LOS ANGELES,19-1398-MP,"1245 W CIENEGA,  SAN DIMAS,  CA 91773", SAN DIMAS,91773, (909) 599-4518,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",242,0,0,"H&S INVESTMENTS, 9150 WILSHIRE BLVD #300, BEVERLY HILLS, CA 90212"
LA VERNE MOBILE CC,LOS ANGELES,19-1399-MP,"3620 MORENO AVE,  LA VERNE,  CA 91750", LA VERNE,91750, (707) 593-7317,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",187,0,0,"LA VERNE PUBLIC FINANCING AUTHORITY, 1910 S ARCHIBALD AVE SUITE # S, ONTARIO, CA 91761"
RANCHO MIRAGE COACH CLUB,LOS ANGELES,19-1400-MP,"43850 N 20TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (661) 948-5815,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",290,0,0,"RING TRADING CORPORATION, 430 S. SAN DIMAS AVE, SAN DIMAS, CA 91773"
SAGETREE VILLAGE,LOS ANGELES,19-1402-MP,"3524 E AVE R,  PALMDALE,  CA 93550", PALMDALE,93550, (805) 947-6636,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",330,0,0,"ROMIE LANE PROPERTY, 1515 THE ALAMEDA SUITE # 200, SAN JOSE, CA 95126"
RANCHO LA SEDA,LOS ANGELES,19-1403-MP,"650 LA SEDA RD,  LA PUENTE,  CA 91744", LA PUENTE,91744, (951) 736-9522,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",104,0,0,"SHERMAN, J, 3883 BUCHANAN, RIVERSIDE, CA 92503"
FRIENDLY VILLAGE WEST COVINA MH COMMUNITY,LOS ANGELES,19-1404-MP,"3033 E VALLEY BLVD,  WEST COVINA,  CA 91792", WEST COVINA,91792, (818) 964-0255,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",157,0,0,"CAREFREE COMMUNITIES CA LLC, 27777 FRANKLIN ROAD SUITE # 200, SOUTHFIELD, MI 48034"
BELMONT MHP,LOS ANGELES,19-1405-MP,"16108 S ATLANTIC AVE,  COMPTON,  CA 90221", COMPTON,90221, (310) 515-6022,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",76,0,0,"JENKINS, DEXTER, 12832 VALLEY VIEW ST #204, GARDEN GROVE, CA 92845"
MONROVIA MH ESTATES,LOS ANGELES,19-1408-MP,"1035 E HUNTINGTON DR,  MONROVIA,  CA 91016", MONROVIA,91016, (310) 631-6520,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",68,0,0,"MONROVIA ESTATES, ATTN: JERRY ATHANS 19311 VANOWEN ST, RESEDA, CA 91335"
FRIENDLY VILLAGE OF LANCASTER,LOS ANGELES,19-1410-MP,"1301 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (805) 948-1812,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",464,0,0,"CARITAS AFFORDABLE HOUSING INC, 3 PARK PLAZA # 1700, IRVINE, CA 92614"
ROWLAND HEIGHTS MOBILE ESTATES,LOS ANGELES,19-1412-MP,"1441 S PASO REAL AVE,  ROWLAND HEIGHTS,  CA 91748", ROWLAND HEIGHTS,91748, (818) 964-5915,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",327,0,0,"SIERRA, SANDRA, 3848 S. CAMPUS DR SUITE # 220, NEWPORT BEACH, CA 92660"
GEMSTONE MHP,LOS ANGELES,19-1413-MP,"2451 W SOLEDAD CANYON RD,  ACTON,  CA 93510", ACTON,93510, (661) 269-4814,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34,0,0,"MORAN, ALVIN, PO BOX 1466, LA QUINTA, CA 92247"
VALENCIA TRAVEL VILLAGE,LOS ANGELES,19-1414-MP,"27946 HENRY MAYO RD,  CASTAIC,  CA 91310", CASTAIC,91310, (661) 257-3333,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,231,148,"ROBB, RICHARD, 27946 HENRY MAYO ROAD, CASTAIC, CA 91310"
HARBOR CITY MHP,LOS ANGELES,19-1419-MP,"760 W LOMITA BLVD,  HARBOR CITY,  CA 90710", HARBOR CITY,90710, (310) 835-2523,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",192,0,0,"H&S INVESTMENTS, 9150 WILSHIRE BLVD #300, BEVERLY HILLS, CA 90212"
MERLES MANOR MP 2,LOS ANGELES,19-1420-MP,"1000 N FIGUEROA ST,  WILMINGTON,  CA 90744", WILMINGTON,90744, (310) 835-2523,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",87,0,0,"MERLES MANOR II, LLC, 17291 IRVINE BLVD., STE. 450, TUSTIN, CA 92780"
AZTEC MOBILE ESTATES,LOS ANGELES,19-1423-MP,"9530 ALONDRA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (213) 925-2510,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70,0,0,"SHIH, TIEN-DUN, 1185 ALTAMEAD DR, LOS ALTOS, CA 94024"
RIVERS END RECREATION PARK,LOS ANGELES,19-1425-MP,"13130 SOLEDAD CANYON RD,  SAUGUS,  CA 91390", SAUGUS,91390, (661) 251-5767,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",1,19,22,"GOLDEN SPIKE LLC, 28630 BAMFIELD DRIVE, AGOURA HILLS, CA 91301"
NU WAY MHP,LOS ANGELES,19-1426-MP,"401 W CARSON ST,  CARSON,  CA 90745", CARSON,90745, (213) 925-2510,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",39,0,0,"NUWAY MOBILEHOME OWNERS ASSOCIATION, 401 W CARSON ST BOX 40, CARSON, CA 90745"
PARK VILLA M.H. EST INC,LOS ANGELES,19-1427-MP,"21711 S VERA ST,  CARSON,  CA 90745", CARSON,90745, (310) 830-8800,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",48,0,0,"YAKURA, MARY, C/O OFFICE 21711 SO. VERA ST, CARSON, CA 90745"
VERA CARSON MOBILE HOME ESTATES,LOS ANGELES,19-1428-MP,"21811 S VERA ST,  CARSON,  CA 90745", CARSON,90745, (310) 516-3590,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",32,0,0,"HOMES ON VERA LLC, 22118 S VERMONT AVE, TORRANCE, CA 90502"
WILDWOOD MOBILE CC,LOS ANGELES,19-1429-MP,"901 S 6TH AVE,  HACIENDA HEIGHTS,  CA 91745", HACIENDA HEIGHTS,91745, (310) 830-8800,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",456,0,0,"TRICO INVESTMENT, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
FOOTHILL TERRACE,LOS ANGELES,19-1430-MP,"4095 FRUIT ST,  LA VERNE,  CA 91750", LA VERNE,91750, (909) 593-7111,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",376,0,0,"FOOTHILL TERRACE LTD, PO BOX 2061, GARDENA, CA 90247"
LAKE PARK MOBILE GARDENS,LOS ANGELES,19-1431-MP,"8811 PARK ST,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (909) 593-7111,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",79,0,0,"RENE MERLANDER FAMILY TRUST, 205 AVENUE I #4, REDONDO BEACH, CA 90277"
GRECIAN ISLE MHP,LOS ANGELES,19-1432-MP,"4444 E AVE R,  PALMDALE,  CA 93550", PALMDALE,93550, (909) 593-7111,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",157,0,0,"CLA MAR LIMITED PARTNERSHIP, 2540 HUNTINGTON DR SUITE # 101, SAN MARINO, CA 91108"
PARADISE RANCH MHP,LOS ANGELES,19-1433-MP,"36200 N PARADISE RD,  CASTAIC,  CA 91384", CASTAIC,91384, (661) 257-2728,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",94,34,0,"PARADISE RANCH LLC, PARK OFFICE 36200 PARADISE RANCH RD, CASTAIC, CA 91384"
CANYON COUNTRY MH ESTATES,LOS ANGELES,19-1435-MP,"16274 VASQUEZ CANYON RD,  CANYON COUNTRY,  CA 91351", CANYON COUNTRY,91351, (805) 252-2183,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",101,0,0,"KEITH, ALEXANDER, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
